a,b,c,d,e,f,g,h,i
1.6303,-0.88379,2.3438,-1.4918,-305.91,256.92,46.223,306.92,511.24
1.631,-1.3916,2.5488,-1.1826,-313.81,205.43,101.89,306.92,511.45
1.6317,-1.6699,2.5293,-0.8833,-310.35,138.61,164.51,306.91,511.67
1.6324,-1.8848,2.2754,-0.42202,-303.45,68.808,230.12,306.91,511.88
1.6331,-2.1924,1.9141,0.23555,-284.2,-1.9801,280.32,306.91,512.1
1.6338,-2.4902,1.5234,0.91765,-249.17,-65.343,304.67,306.9,512.31
1.6345,-2.6172,1.2305,1.3397,-192.92,-122.27,307.66,306.91,512.53
1.6352,-2.5049,0.87891,1.6047,-124.34,-184.15,306.17,306.93,512.74
1.6359,-2.1973,0.3418,1.8451,-53.288,-248,295.23,306.95,512.95
1.6366,-1.8066,-0.37109,2.1739,13.815,-295.03,272.86,306.97,513.17
1.6373,-1.4014,-1.0645,2.4634,73.518,-312.36,233.6,306.98,513.38
1.638,-1.0693,-1.4795,2.5321,132.23,-309.88,173.96,306.98,513.6
1.6387,-0.64453,-1.709,2.3555,194.9,-306.42,103.38,306.98,513.81
1.6394,-0.048828,-1.9531,2.0169,255.59,-295.03,31.312,307,514.03
1.6401,0.69824,-2.3047,1.6341,297.03,-269.29,-32.306,307.01,514.24
1.6408,1.3184,-2.583,1.2955,309.37,-226.22,-89.464,307.02,514.46
1.6415,1.6553,-2.6416,1.0256,306.41,-163.36,-151.09,307.02,514.67
1.6422,1.8701,-2.4316,0.59868,302.46,-92.074,-215.21,307.02,514.89
1.6429,2.1338,-2.0703,-0.014722,287.66,-20.791,-271.87,307.03,515.1
1.6436,2.4658,-1.6797,-0.72136,256.08,43.562,-305.17,307.03,515.32
1.6443,2.6416,-1.3574,-1.2317,205.26,101.48,-311.14,307.03,515.53
1.645,2.6172,-1.0693,-1.5065,142.59,162.37,-309.15,307.03,515.75
1.6457,2.3486,-0.58594,-1.7372,69.077,225.73,-303.68,307.03,515.96
1.6464,1.9678,0.078125,-2.0218,-1.4802,279.19,-285.29,307.03,516.18
1.6471,1.5576,0.82031,-2.3604,-61.183,307.41,-249.5,307.02,516.39
1.6478,1.2109,1.3184,-2.5076,-117.43,308.4,-195.33,307.02,516.61
1.6485,0.85938,1.5771,-2.4193,-182.07,302.46,-129.23,307.01,516.82
1.6492,0.29297,1.8115,-2.115,-243.74,295.53,-56.66,307.01,517.04
1.6499,-0.41016,2.1338,-1.7421,-290.12,276.22,12.426,307,517.25
1.6506,-1.1279,2.5,-1.3937,-312.82,236.12,68.589,307,517.47
1.6513,-1.5527,2.627,-1.0992,-313.31,177.71,126.74,306.99,517.68
1.652,-1.7969,2.4951,-0.73118,-306.9,110.88,193.84,306.98,517.9
1.6527,-2.0557,2.1582,-0.1374,-297.03,38.612,253.98,306.97,518.11
1.6534,-2.373,1.7578,0.56433,-273.35,-31.681,292.75,306.95,518.33
1.6541,-2.6318,1.3916,1.1875,-226.97,-89.104,307.16,306.93,518.54
1.6548,-2.6221,1.0596,1.5311,-163.81,-146.03,308.15,306.9,518.76
1.6555,-2.417,0.63965,1.7617,-95.228,-212.36,302.19,306.89,518.97
1.6562,-2.0215,0.0048828,2.0021,-25.657,-271.27,286.28,306.87,519.19
1.6569,-1.6064,-0.71289,2.3162,40.953,-304.93,259.45,306.86,519.4
1.6576,-1.2207,-1.3184,2.5272,98.188,-311.86,210.74,306.85,519.62
1.6583,-0.87402,-1.6113,2.4732,156.9,-309.39,143.64,306.84,519.83
1.659,-0.39062,-1.8213,2.2132,222.53,-303.45,72.565,306.84,520.05
1.6597,0.27344,-2.085,1.8402,276.8,-285.63,4.4732,306.85,520.26
1.6604,0.99121,-2.4219,1.4624,304.93,-253.95,-57.157,306.87,520.48
1.6611,1.5234,-2.627,1.1434,308.38,-201.97,-114.81,306.88,520.69
1.6618,1.7773,-2.5684,0.82932,305.42,-133.66,-177.93,306.88,520.91
1.6625,2.0117,-2.2852,0.31406,298.51,-61.382,-241.06,306.89,521.12
1.6632,2.3047,-1.875,-0.36804,276.31,7.4253,-289.27,306.89,521.33
1.6639,2.5879,-1.5088,-1.0207,237.33,67.818,-310.14,306.9,521.55
1.6646,2.6758,-1.1768,-1.4476,180.09,125.73,-311.14,306.91,521.76
1.6653,2.5439,-0.82031,-1.6832,111.51,189.59,-308.15,306.91,521.98
1.666,2.1973,-0.24414,-1.9285,39.473,250.97,-297.22,306.92,522.19
1.6667,1.7432,0.4834,-2.2083,-27.631,294.54,-272.86,306.93,522.41
1.6674,1.3525,1.1426,-2.4781,-85.853,308.4,-229.13,306.94,522.62
1.6681,1.0107,1.5283,-2.5125,-144.08,305.92,-168.49,306.95,522.84
1.6688,0.5957,1.7285,-2.3113,-208.22,301.47,-97.913,306.96,523.05
1.6695,-0.048828,1.9727,-1.9433,-265.95,288.6,-27.336,306.95,523.27
1.6702,-0.74707,2.2754,-1.5507,-304.43,261.37,36.78,306.95,523.48
1.6709,-1.3477,2.5488,-1.2268,-313.81,214.34,93.44,306.94,523.7
1.6716,-1.665,2.5684,-0.92747,-309.86,150.98,154.57,306.94,523.91
1.6723,-1.8652,2.334,-0.49563,-305.42,79.203,220.18,306.93,524.13
1.673,-2.1484,1.9482,0.16194,-289.63,7.4253,273.36,306.92,524.34
1.6737,-2.4365,1.5674,0.8146,-255.09,-55.442,303.68,306.93,524.56
1.6744,-2.6123,1.2598,1.3102,-201.31,-112.37,308.15,306.93,524.77
1.6751,-2.5244,0.91309,1.585,-136.67,-174.74,305.67,306.93,524.99
1.6758,-2.2412,0.41504,1.8108,-65.13,-239.09,296.72,306.93,525.2
1.6765,-1.8213,-0.27832,2.0954,4.9341,-288.6,277.84,306.94,525.42
1.6772,-1.4404,-0.95703,2.3898,65.13,-310.87,241.06,306.96,525.63
1.6779,-1.1133,-1.4307,2.5321,121.87,-311.37,183.4,306.98,525.85
1.6786,-0.71777,-1.6797,2.3947,186.01,-307.41,113.82,307,526.06
1.6793,-0.1709,-1.9043,2.0905,247.2,-297.01,43.241,307.02,526.28
1.68,0.57617,-2.2266,1.6783,292.1,-274.24,-23.36,307.03,526.49
1.6807,1.2207,-2.5195,1.3348,309.37,-234.14,-80.517,307.03,526.71
1.6814,1.6309,-2.6416,1.0452,306.9,-174.25,-140.66,307.04,526.92
1.6821,1.8457,-2.4707,0.66738,302.95,-103.46,-206.26,307.04,527.14
1.6828,2.1045,-2.1289,0.068701,292.1,-31.186,-263.42,307.04,527.35
1.6835,2.4023,-1.7139,-0.62322,262.99,34.156,-301.2,307.04,527.57
1.6842,2.6123,-1.3916,-1.1581,213.15,91.084,-313.12,307.04,527.78
1.6849,2.6172,-1.0889,-1.482,152.46,151.97,-310.64,307.04,528
1.6856,2.3828,-0.6543,-1.7028,82.893,218.3,-303.68,307.04,528.21
1.6863,1.9922,0,-1.9678,9.3748,271.77,-289.27,307.04,528.43
1.687,1.5771,0.70312,-2.272,-53.781,302.95,-258.45,307.04,528.64
1.6877,1.2451,1.2402,-2.4683,-108.55,309.88,-204.28,307.03,528.86
1.6884,0.89355,1.5381,-2.4094,-169.73,305.43,-138.17,307.03,529.07
1.6891,0.41016,1.748,-2.1592,-236.34,296.02,-68.589,307.02,529.29
1.6898,-0.2832,2.0508,-1.7862,-285.68,278.2,0,307.01,529.5
1.6905,-0.99121,2.3828,-1.4133,-309.37,246.02,62.128,306.99,529.71
1.6912,-1.4746,2.5781,-1.1287,-312.33,189.59,118.29,306.98,529.93
1.6919,-1.7432,2.5049,-0.78516,-309.86,119.3,181.41,306.96,530.14
1.6926,-1.9922,2.2168,-0.26008,-299.99,48.512,245.53,306.94,530.36
1.6933,-2.3145,1.8066,0.46619,-276.31,-19.801,290.26,306.92,530.57
1.694,-2.5635,1.4258,1.0796,-235.36,-80.193,306.66,306.91,530.79
1.6947,-2.6367,1.1279,1.4673,-176.15,-138.11,306.66,306.89,531
1.6954,-2.4561,0.71289,1.7175,-106.08,-201.47,304.18,306.88,531.22
1.6961,-2.0996,0.11719,1.9678,-35.032,-261.87,290.76,306.87,531.43
1.6968,-1.6553,-0.625,2.277,30.591,-302.46,263.92,306.87,531.65
1.6975,-1.2549,-1.2402,2.4831,88.813,-312.36,219.19,306.86,531.86
1.6982,-0.91309,-1.5771,2.4831,148.52,-309.39,155.57,306.86,532.08
1.6989,-0.44922,-1.792,2.2426,212.17,-304.44,83.997,306.86,532.29
1.6996,0.1709,-2.041,1.8844,269.4,-289.09,13.917,306.86,532.51
1.7003,0.91797,-2.373,1.4869,303.45,-259.89,-48.211,306.86,532.72
1.701,1.4502,-2.5781,1.1581,308.38,-211.37,-105.87,306.86,532.94
1.7017,1.7432,-2.5732,0.86367,304.93,-145.04,-167.99,306.87,533.15
1.7024,1.9678,-2.3242,0.40239,300.98,-72.273,-231.11,306.88,533.37
1.7031,2.251,-1.9531,-0.24536,281.74,-2.4751,-282.81,306.88,533.58
1.7038,2.5439,-1.543,-0.94219,243.74,57.917,-310.14,306.89,533.8
1.7045,2.6514,-1.2256,-1.374,189.47,116.82,-311.14,306.91,534.01
1.7052,2.5684,-0.88379,-1.6537,124.83,180.68,-307.66,306.92,534.23
1.7059,2.251,-0.33691,-1.8893,49.834,242.06,-299.7,306.94,534.44
1.7066,1.8311,0.37109,-2.1837,-19.736,288.1,-278.83,306.95,534.66
1.7073,1.3916,1.0791,-2.4536,-75.491,309.39,-237.08,306.97,534.87
1.708,1.0449,1.4844,-2.5076,-133.22,307.9,-177.93,306.99,535.09
1.7087,0.63477,1.7139,-2.3407,-199.83,300.97,-109.84,307.02,535.3
1.7094,0.039062,1.9434,-1.9874,-259.04,290.08,-38.271,307.03,535.52
1.7101,-0.68848,2.2559,-1.5998,-298.51,267.81,29.324,307.04,535.73
1.7108,-1.3232,2.5293,-1.2366,-313.31,224.24,84.494,307.05,535.95
1.7115,-1.6406,2.5684,-0.94709,-311.83,159.89,143.64,307.05,536.16
1.7122,-1.8604,2.3682,-0.5447,-306.41,90.589,210.24,307.05,536.38
1.7129,-2.1094,2.0068,0.063794,-291.6,19.306,267.89,307.04,536.59
1.7136,-2.417,1.6064,0.75081,-262,-47.027,300.2,307.04,536.81
1.7143,-2.583,1.2646,1.2759,-211.67,-103.95,307.16,307.03,537.02
1.715,-2.5391,0.95215,1.5507,-147.04,-164.35,306.17,307.04,537.24
1.7157,-2.29,0.48828,1.7862,-75.491,-228.7,299.7,307.04,537.45
1.7164,-1.8994,-0.15625,2.0512,-5.9209,-282.66,281.81,307.05,537.67
1.7171,-1.4893,-0.87891,2.3653,55.755,-310.38,247.52,307.07,537.88
1.7178,-1.123,-1.3965,2.5076,112.5,-311.86,192.84,307.09,538.1
1.7185,-0.77148,-1.6455,2.4094,175.65,-307.41,126.24,307.1,538.31
1.7192,-0.23438,-1.8701,2.1199,239.3,-299.49,54.175,307.11,538.53
1.7199,0.44922,-2.1582,1.7323,286.67,-279.69,-14.911,307.11,538.74
1.7206,1.1572,-2.4951,1.374,307.39,-242.56,-72.565,307.11,538.95
1.7213,1.5918,-2.6221,1.0649,308.87,-183.65,-130.22,307.1,539.17
1.722,1.8213,-2.5049,0.72627,304.43,-114.84,-194.83,307.09,539.38
1.7227,2.0703,-2.1875,0.16194,293.58,-43.067,-256.46,307.08,539.6
1.7234,2.3584,-1.7822,-0.51526,267.92,24.751,-297.72,307.06,539.81
1.7241,2.5977,-1.4111,-1.1287,223.51,84.153,-311.14,307.06,540.03
1.7248,2.6025,-1.0986,-1.4624,162.33,142.57,-310.64,307.05,540.24
1.7255,2.4316,-0.72266,-1.6832,92.761,206.42,-306.17,307.04,540.46
1.7262,2.0605,-0.11719,-1.9236,20.723,265.33,-291.75,307.03,540.67
1.7269,1.6406,0.58594,-2.2083,-43.42,301.47,-263.42,307.03,540.89
1.7276,1.2695,1.1816,-2.434,-100.16,308.89,-214.22,307.02,541.1
1.7283,0.9375,1.4941,-2.4094,-160.85,304.93,-149.6,307.02,541.32
1.729,0.48828,1.709,-2.1984,-225.49,298.99,-78.529,307.01,541.53
1.7297,-0.15625,1.9824,-1.8451,-279.27,282.66,-9.9404,307.01,541.75
1.7304,-0.84961,2.3047,-1.4722,-308.38,251.47,52.187,307.01,541.96
1.7311,-1.4111,2.5391,-1.1581,-313.31,199,109.34,307,542.18
1.7318,-1.6895,2.5,-0.83914,-309.86,130.69,171.47,307,542.39
1.7325,-1.9434,2.2461,-0.3386,-302.95,59.897,236.09,307,542.61
1.7332,-2.2314,1.8604,0.31897,-281.74,-9.4054,284.79,306.99,542.82
1.7339,-2.5098,1.4941,0.96672,-242.76,-71.283,306.17,306.99,543.04
1.7346,-2.6172,1.1621,1.4133,-186.01,-129.2,306.66,306.99,543.25
1.7353,-2.4707,0.78125,1.6685,-116.94,-191.57,304.67,306.97,543.47
1.736,-2.1484,0.20996,1.9236,-44.9,-253.45,294.73,306.95,543.68
1.7367,-1.7188,-0.49316,2.2033,21.217,-298.5,268.89,306.94,543.9
1.7374,-1.3184,-1.1328,2.4438,78.945,-313.84,226.14,306.93,544.11
1.7381,-0.96191,-1.5332,2.488,139.14,-309.39,167,306.92,544.33
1.7388,-0.55176,-1.748,2.2917,203.28,-304.44,96.422,306.92,544.54
1.7395,0.063477,-2.002,1.9629,260.52,-293.55,22.863,306.92,544.76
1.7402,0.77637,-2.2998,1.5507,299.5,-266.82,-40.259,306.92,544.97
1.7409,1.3672,-2.5391,1.2121,310.85,-218.3,-95.428,306.93,545.19
1.7416,1.6992,-2.5635,0.90293,305.91,-155.93,-157.56,306.94,545.4
1.7423,1.9141,-2.3633,0.48582,299.99,-85.638,-224.16,306.95,545.62
1.743,2.2168,-2.0117,-0.16194,285.68,-12.375,-275.85,306.97,545.83
1.7437,2.4854,-1.6016,-0.82441,253.61,51.482,-305.67,306.99,546.05
1.7444,2.6367,-1.2695,-1.3151,197.86,106.92,-312.63,307.01,546.26
1.7451,2.5537,-0.91797,-1.6047,133.71,167.81,-310.14,307.03,546.48
1.7458,2.29,-0.42969,-1.8353,63.65,234.64,-300.7,307.06,546.69
1.7465,1.8848,0.27832,-2.1445,-7.8945,284.14,-281.81,307.09,546.91
1.7472,1.4648,0.9668,-2.4144,-69.077,306.42,-246.52,307.11,547.12
1.7479,1.1035,1.4307,-2.5125,-124.34,307.41,-188.37,307.13,547.34
1.7486,0.69336,1.6797,-2.3604,-187.5,303.94,-119.29,307.14,547.55
1.7493,0.15625,1.9189,-2.0758,-250.65,293.05,-50.199,307.15,547.77
1.75,-0.59082,2.2461,-1.6832,-296.04,271.77,17.396,307.16,547.98
1.7507,-1.2305,2.4951,-1.2906,-311.83,232.16,76.541,307.18,548.2
1.7514,-1.626,2.5781,-0.98145,-311.83,171.28,135.19,307.18,548.41
1.7521,-1.8408,2.4072,-0.59377,-307.89,100.49,199.8,307.17,548.63
1.7528,-2.1143,2.1045,-0.024536,-295.06,30.196,258.95,307.17,548.84
1.7535,-2.4219,1.6846,0.68701,-267.92,-36.631,297.22,307.18,549.06
1.7542,-2.5781,1.3135,1.217,-221.05,-95.539,307.66,307.19,549.27
1.7549,-2.5586,0.99609,1.5311,-157.89,-154.45,306.66,307.19,549.49
1.7556,-2.3291,0.55176,1.7568,-86.346,-219.29,301.69,307.19,549.7
1.7563,-1.9678,-0.087891,2.0463,-16.282,-276.72,284.79,307.19,549.92
1.757,-1.543,-0.81055,2.3457,46.38,-307.9,254.47,307.19,550.13
1.7577,-1.1719,-1.3281,2.4929,104.11,-311.86,203.78,307.21,550.35
1.7584,-0.80566,-1.6162,2.4144,165.29,-308.4,137.18,307.22,550.56
1.7591,-0.30273,-1.8359,2.1494,228.94,-302.46,64.116,307.22,550.78
1.7598,0.37109,-2.1387,1.796,280.75,-283.65,-3.9762,307.22,550.99
1.7605,1.0791,-2.4512,1.3986,307.39,-248.5,-63.122,307.22,551.21
1.7612,1.5283,-2.5977,1.109,308.38,-194.54,-121.27,307.22,551.42
1.7619,1.792,-2.5195,0.76062,303.45,-126.72,-185.39,307.22,551.64
1.7626,2.0312,-2.2314,0.24045,297.03,-53.462,-248.01,307.23,551.85
1.7633,2.3389,-1.8457,-0.43674,273.84,15.841,-292.25,307.23,552.07
1.764,2.5732,-1.4648,-1.0452,230.42,74.253,-311.63,307.23,552.28
1.7647,2.6172,-1.167,-1.4084,172.2,132.67,-311.63,307.24,552.5
1.7654,2.4561,-0.77637,-1.6488,105.1,197.51,-306.66,307.24,552.71
1.7661,2.1143,-0.19531,-1.8893,32.072,257.91,-294.24,307.23,552.93
1.7668,1.7041,0.50293,-2.1984,-35.525,297.01,-269.39,307.22,553.14
1.7675,1.3135,1.0986,-2.3947,-91.774,308.89,-223.66,307.21,553.36
1.7682,0.97656,1.4355,-2.3996,-150.49,306.42,-159.54,307.21,553.57
1.7689,0.53223,1.6602,-2.1837,-215.13,300.48,-89.961,307.2,553.79
1.7696,-0.063477,1.9189,-1.8647,-272.36,285.63,-19.881,307.19,554
1.7703,-0.77148,2.2559,-1.5065,-306.41,257.41,43.241,307.17,554.22
1.771,-1.3037,2.4707,-1.1875,-312.82,208.9,100.4,307.15,554.43
1.7717,-1.6113,2.4756,-0.88821,-309.37,142.57,163.02,307.15,554.65
1.7724,-1.8701,2.2559,-0.41711,-304.93,70.293,226.64,307.14,554.86
1.7731,-2.168,1.9141,0.21101,-286.67,-0.49502,278.33,307.14,555.08
1.7738,-2.4658,1.5381,0.87839,-249.66,-61.382,305.67,307.13,555.29
1.7745,-2.5684,1.2109,1.3151,-194.4,-118.8,308.65,307.12,555.51
1.7752,-2.4902,0.85938,1.6096,-128.78,-182.66,304.18,307.13,555.72
1.7759,-2.1875,0.3125,1.8598,-57.235,-245.53,295.73,307.13,555.94
1.7766,-1.8018,-0.36133,2.1592,12.829,-291.57,275.35,307.14,556.15
1.7773,-1.3867,-1.0547,2.4291,70.557,-311.86,235.09,307.14,556.37
1.778,-1.0156,-1.4648,2.4683,127.3,-311.86,175.45,307.12,556.58
1.7787,-0.60059,-1.6992,2.3015,192.92,-306.42,106.36,307.11,556.8
1.7794,-0.0097656,-1.9482,1.9776,254.6,-294.54,35.786,307.1,557.01
1.7801,0.68359,-2.2607,1.6096,295.06,-271.77,-31.312,307.08,557.23
1.7808,1.3086,-2.5342,1.2563,308.87,-229.69,-87.476,307.07,557.44
1.7815,1.6357,-2.5488,0.952,307.39,-166.33,-146.62,307.07,557.66
1.7822,1.8652,-2.3779,0.55452,302.95,-95.044,-212.73,307.07,557.87
1.7829,2.1484,-2.041,-0.058887,288.15,-24.256,-270.38,307.06,558.09
1.7836,2.4561,-1.6553,-0.73608,258.55,41.582,-303.68,307.06,558.3
1.7843,2.6318,-1.3086,-1.2661,208.22,99.004,-311.63,307.06,558.52
1.785,2.5684,-0.98633,-1.5458,144.57,158.41,-310.14,307.07,558.73
1.7857,2.3486,-0.52734,-1.7911,73.024,223.75,-304.18,307.07,558.95
1.7864,1.9629,0.13184,-2.0807,2.467,278.2,-285.29,307.08,559.16
1.7871,1.5527,0.85938,-2.3947,-59.702,304.93,-252.49,307.1,559.38
1.7878,1.1475,1.4014,-2.5272,-115.95,307.41,-199.31,307.11,559.59
1.7885,0.79102,1.6455,-2.4193,-177.13,304.93,-130.72,307.13,559.81
1.7892,0.24902,1.8848,-2.1396,-241.28,295.53,-59.643,307.15,560.02
1.7899,-0.46387,2.1826,-1.7372,-291.11,274.74,6.9583,307.17,560.24
1.7906,-1.1768,2.4951,-1.3544,-311.83,239.59,67.595,307.2,560.45
1.7913,-1.6113,2.6172,-1.0305,-310.35,183.16,126.24,307.22,560.67
1.792,-1.8213,2.4805,-0.6821,-308.87,111.87,188.37,307.23,560.88
1.7927,-2.085,2.1533,-0.10305,-299.99,39.602,250,307.23,561.1
1.7934,-2.373,1.7334,0.58396,-272.36,-26.236,293.74,307.23,561.31
1.7941,-2.6123,1.3721,1.1925,-227.95,-85.143,308.15,307.23,561.53
1.7948,-2.5977,1.0303,1.5261,-169.73,-146.53,305.67,307.23,561.74
1.7955,-2.3926,0.63477,1.7372,-98.682,-210.38,302.19,307.24,561.96
1.7962,-2.0312,0.019531,1.9923,-25.657,-265.83,290.26,307.24,562.17
1.7969,-1.6064,-0.68848,2.2917,37.992,-304.44,260.44,307.25,562.39
1.7976,-1.2354,-1.2891,2.5125,93.254,-314.83,210.74,307.26,562.6
1.7983,-0.88379,-1.5967,2.4683,155.92,-308.89,147.62,307.27,562.82
1.799,-0.43457,-1.7969,2.2377,221.54,-301.47,77.535,307.28,563.03
1.7997,0.24902,-2.0947,1.8746,273.35,-288.1,5.9643,307.29,563.25
1.8004,0.94727,-2.417,1.4967,303.45,-256.92,-56.163,307.31,563.46
1.8011,1.499,-2.6318,1.1679,309.86,-203.45,-110.84,307.32,563.68
1.8018,1.7529,-2.5439,0.82932,305.91,-136.63,-174.45,307.33,563.89
1.8025,1.9922,-2.2754,0.32878,297.53,-65.343,-240.06,307.35,564.11
1.8032,2.3096,-1.8994,-0.34841,277.79,4.9502,-287.78,307.36,564.32
1.8039,2.5684,-1.543,-0.96672,240.29,65.838,-309.15,307.38,564.54
1.8046,2.6465,-1.2158,-1.3887,182.56,123.26,-311.63,307.39,564.75
1.8053,2.4805,-0.83008,-1.6194,114.47,186.62,-308.65,307.4,564.97
1.806,2.1777,-0.28809,-1.8647,42.927,249.49,-297.22,307.39,565.18
1.8067,1.7529,0.4248,-2.1592,-25.164,293.05,-274.36,307.39,565.4
1.8074,1.377,1.0352,-2.3996,-83.386,308.4,-231.61,307.4,565.61
1.8081,1.0303,1.4062,-2.4144,-140.62,306.42,-170.98,307.39,565.83
1.8088,0.62988,1.6016,-2.223,-205.75,300.97,-100.9,307.38,566.04
1.8095,0.039062,1.8799,-1.9236,-264.96,288.6,-30.815,307.37,566.26
1.8102,-0.67383,2.2168,-1.5556,-302.46,263.85,34.294,307.37,566.47
1.8109,-1.2354,2.4609,-1.2415,-312.82,217.81,91.452,307.37,566.69
1.8116,-1.543,2.4658,-0.94219,-311.34,152.96,151.09,307.36,566.9
1.8123,-1.7822,2.2754,-0.52507,-305.91,81.678,217.2,307.36,567.12
1.813,-2.1143,1.9482,0.12268,-289.14,11.385,272.37,307.35,567.34
1.8137,-2.4219,1.5771,0.79006,-257.56,-52.967,302.69,307.34,567.55
1.8144,-2.5684,1.2744,1.2513,-204.76,-110.88,307.66,307.35,567.77
1.8151,-2.4805,0.9375,1.5212,-140.13,-171.28,305.67,307.35,567.98
1.8158,-2.2363,0.42969,1.7862,-67.597,-235.13,298.21,307.34,568.2
1.8165,-1.8506,-0.27344,2.115,1.9736,-286.62,278.83,307.32,568.41
1.8172,-1.4453,-0.96191,2.3947,61.676,-311.37,242.55,307.3,568.63
1.8179,-1.084,-1.4062,2.488,119.4,-311.37,186.38,307.28,568.84
1.8186,-0.66895,-1.6455,2.3162,183.55,-306.42,117.3,307.27,569.06
1.8193,-0.13184,-1.875,2.0218,244.73,-298,46.223,307.25,569.27
1.82,0.5957,-2.2217,1.6586,290.12,-277.21,-20.875,307.24,569.49
1.8207,1.2256,-2.4951,1.3053,308.87,-237.11,-79.026,307.24,569.7
1.8214,1.6016,-2.5732,1.006,307.89,-176.23,-137.18,307.24,569.92
1.8221,1.8164,-2.3926,0.61831,303.94,-106.43,-202.78,307.24,570.13
1.8228,2.0801,-2.0947,0.058887,291.11,-35.146,-263.42,307.24,570.35
1.8235,2.417,-1.7236,-0.62813,263.97,31.681,-300.7,307.24,570.56
1.8242,2.6172,-1.3916,-1.1679,217.59,91.084,-310.64,307.24,570.78
1.8249,2.6025,-1.0645,-1.4967,155.42,149.5,-310.14,307.24,570.99
1.8256,2.3779,-0.61035,-1.7323,83.879,213.35,-306.17,307.25,571.21
1.8263,2.0312,0.014648,-2.0218,12.829,271.27,-289.27,307.27,571.42
1.827,1.5918,0.7666,-2.3407,-49.834,304.44,-257.95,307.27,571.64
1.8277,1.2158,1.3086,-2.5076,-106.58,308.4,-208.25,307.28,571.85
1.8284,0.84961,1.6113,-2.4438,-169.24,303.45,-143.14,307.28,572.07
1.8291,0.33203,1.8262,-2.1592,-231.41,298.5,-70.08,307.27,572.28
1.8298,-0.34668,2.124,-1.796,-282.72,281.17,-0.99404,307.27,572.5
1.8305,-1.0791,2.4609,-1.4084,-311.34,245.53,57.654,307.27,572.71
1.8312,-1.5381,2.6074,-1.0894,-312.82,191.57,115.31,307.27,572.93
1.8319,-1.7969,2.5244,-0.76062,-307.89,125.24,180.42,307.27,573.14
1.8326,-2.0264,2.2168,-0.22573,-300.98,51.977,242.55,307.28,573.36
1.8333,-2.334,1.8213,0.46128,-279.76,-18.316,287.28,307.29,573.57
1.834,-2.5928,1.4307,1.109,-236.34,-76.728,307.16,307.31,573.79
1.8347,-2.6221,1.1182,1.4673,-176.64,-134.65,308.15,307.3,574
1.8354,-2.4609,0.7373,1.7028,-110.03,-199.49,302.69,307.3,574.22
1.8361,-2.1094,0.15137,1.9433,-38.486,-260.88,291.25,307.32,574.43
1.8368,-1.6943,-0.57129,2.2573,30.098,-299.98,266.9,307.32,574.65
1.8375,-1.2988,-1.2109,2.5027,86.84,-312.36,221.17,307.31,574.86
1.8382,-0.9668,-1.5527,2.5076,144.57,-310.38,157.06,307.32,575.08
1.8389,-0.5127,-1.7676,2.2819,210.69,-303.94,87.476,307.34,575.29
1.8396,0.11719,-2.0215,1.9236,267.43,-290.08,17.396,307.35,575.51
1.8403,0.85938,-2.3828,1.5556,300.98,-262.86,-47.217,307.34,575.72
1.841,1.4355,-2.627,1.2268,309.37,-213.35,-103.38,307.34,575.94
1.8417,1.7285,-2.6221,0.92747,306.9,-147.02,-164.02,307.33,576.15
1.8424,1.9531,-2.3633,0.45146,299.99,-76.728,-229.62,307.33,576.37
1.8431,2.2461,-1.9971,-0.19629,281.74,-5.9402,-281.81,307.33,576.59
1.8438,2.5781,-1.6162,-0.89802,247.69,57.422,-307.16,307.33,576.8
1.8445,2.6904,-1.2793,-1.3544,192.43,114.84,-311.14,307.34,577.02
1.8452,2.5781,-0.93262,-1.6096,124.83,175.73,-310.14,307.35,577.23
1.8459,2.2559,-0.39062,-1.8451,53.288,240.58,-299.7,307.36,577.45
1.8466,1.8604,0.2832,-2.1248,-13.815,289.09,-277.84,307.37,577.66
1.8473,1.4648,0.99121,-2.4389,-74.998,307.41,-240.06,307.38,577.88
1.848,1.1035,1.4111,-2.4978,-132.73,305.43,-182.41,307.38,578.09
1.8487,0.70312,1.6162,-2.3064,-194.9,303.45,-111.33,307.38,578.31
1.8494,0.12207,1.8359,-1.9678,-255.09,292.56,-40.756,307.38,578.52
1.8501,-0.56152,2.1631,-1.6194,-299.99,267.31,23.857,307.37,578.74
1.8508,-1.2158,2.4951,-1.3053,-314.3,225.73,81.512,307.36,578.95
1.8515,-1.5576,2.5391,-1.0011,-309.86,165.34,143.14,307.35,579.17
1.8522,-1.7529,2.3291,-0.59868,-306.9,93.559,207.26,307.35,579.38
1.8529,-2.0312,1.9775,0.0098145,-294.56,20.296,263.42,307.34,579.6
1.8536,-2.373,1.6406,0.6772,-262.99,-43.562,299.7,307.34,579.81
1.8543,-2.6074,1.3281,1.2366,-212.66,-99.994,308.65,307.34,580.03
1.855,-2.5293,0.99609,1.5065,-150.98,-161.87,306.17,307.34,580.24
1.8557,-2.2754,0.52734,1.7323,-79.932,-227.71,299.21,307.34,580.46
1.8564,-1.9189,-0.12695,2.0316,-7.8945,-280.18,283.3,307.34,580.67
1.8571,-1.5332,-0.83984,2.3702,53.781,-308.4,250.5,307.35,580.89
1.8578,-1.167,-1.3867,2.5419,109.54,-312.85,195.33,307.34,581.1
1.8585,-0.78613,-1.6357,2.4144,172.2,-308.4,128.73,307.33,581.32
